Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-03-18,26.072783155770136,26.23494974070582,26.072783155770136,26.12683868408203,59300,0.0,0
1993-03-19,26.232133965952208,26.232133965952208,26.087305068969727,26.087305068969727,66900,0.213,0
1993-03-22,25.83385459942495,25.996787109162035,25.815750987231937,25.942476272583008,183400,0.0,0
1993-03-23,26.014884003025575,26.032987610543337,25.960573180472284,25.996780395507812,55200,0.0,0
1993-03-24,25.960573180472284,26.10540204061439,25.833847927847945,25.996780395507812,37200,0.0,0
1993-03-25,26.014884880092318,26.214024569501515,25.9786776638361,26.159713745117188,110100,0.0,0
1993-03-26,26.141606372681938,26.159709978203185,25.996777528511956,26.014881134033203,101500,0.0,0
1993-03-29,26.032992306799834,26.25023563620289,26.032992306799834,26.123510360717773,87100,0.0,0
1993-03-30,26.15971563269372,26.1959228515625,26.12350841382494,26.1959228515625,56000,0.0,0
1993-03-31,26.26831720280944,26.34073158517418,26.177799224853516,26.177799224853516,111600,0.0,0
1993-04-01,26.214030353829397,26.214030353829397,26.032994232601293,26.087305068969727,129500,0.0,0
1993-04-02,25.870058242181443,25.870058242181443,25.544193267822266,25.544193267822266,59400,0.0,0
1993-04-05,25.74334533594559,25.74334533594559,25.59851638890792,25.670930862426758,172200,0.0,0
1993-04-06,25.725224542145682,25.725224542145682,25.526084872924287,25.598499298095703,129700,0.0,0
1993-04-07,25.634713138636776,25.689023971557617,25.580402305715936,25.689023971557617,28000,0.0,0
1993-04-08,25.797637987910818,25.797637987910818,25.544187509433097,25.652809143066406,180800,0.0,0
1993-04-12,25.906259500905715,26.03298473955445,25.87005228986322,26.014881134033203,348500,0.0,0
1993-04-13,25.99678226576911,26.159714745150673,25.978678656948937,26.069196701049805,146100,0.0,0
1993-04-14,26.087302239780133,26.105405849939594,26.014887799142297,26.032991409301758,119600,0.0,0
1993-04-15,26.014887799142297,26.087302239780133,25.924369748345004,26.032991409301758,148600,0.0,0
1993-04-16,26.051095019461215,26.087302239780133,25.99678418898284,26.032991409301758,47900,0.0,0
1993-04-19,26.03300488061745,26.10541935872765,25.906279543924597,25.92438316345215,157000,0.0,0
1993-04-20,25.888155967310855,25.924363178453948,25.634705489309212,25.797637939453125,279500,0.0,0
1993-04-21,25.85195354397377,25.85195354397377,25.70712467257896,25.779539108276367,67900,0.0,0
1993-04-22,25.670919548566445,25.88816287337801,25.453676223754883,25.453676223754883,97700,0.0,0
1993-04-23,25.399365457807267,25.471779899597166,25.308847405569892,25.345054626464844,106000,0.0,0
1993-04-26,25.36315931975198,25.45367737585388,25.0735015402259,25.145915985107422,62600,0.0,0
1993-04-27,25.1097038790711,25.417465209960938,25.1097038790711,25.417465209960938,156800,0.0,0
1993-04-28,25.381260882097852,25.43557171137481,25.326950052820898,25.363157272338867,85900,0.0,0
1993-04-29,25.41747184704616,25.471782684326172,25.27264294763279,25.471782684326172,85000,0.0,0
1993-04-30,25.562310277696533,25.65282837358073,25.507999420166016,25.507999420166016,88500,0.0,0
1993-05-03,25.544205533768796,25.670930862426758,25.435583823490546,25.670930862426758,80500,0.0,0
1993-05-04,25.72523686187165,25.851962166609933,25.689029631946426,25.761444091796875,149100,0.0,0
1993-05-05,25.761434520301737,25.924366994428734,25.761434520301737,25.83384895324707,109000,0.0,0
1993-05-06,25.797637001874577,25.81574060678817,25.72522258222019,25.74332618713379,54700,0.0,0
1993-05-07,25.76143841545207,25.76143841545207,25.652816749610388,25.689023971557617,68000,0.0,0
1993-05-10,25.72522258222019,25.888155026442558,25.72522258222019,25.74332618713379,113900,0.0,0
1993-05-11,25.743331853081198,25.851953506469727,25.670917417488845,25.851953506469727,42600,0.0,0
1993-05-12,25.743326165732963,25.833844190225697,25.743326165732963,25.81574058532715,31000,0.0,0
1993-05-13,25.707139231111245,25.707139231111245,25.489895800989178,25.507999420166016,129100,0.0,0
1993-05-14,25.507988941940393,25.58040338890119,25.471781718459997,25.489885330200195,63500,0.0,0
1993-05-17,25.562287327252797,25.58039093017578,25.453665709714898,25.58039093017578,34000,0.0,0
1993-05-18,25.59849740155358,25.616601006505174,25.471772166892425,25.56229019165039,105200,0.0,0
1993-05-19,25.562300317408226,26.087305068969727,25.39936780830293,26.087305068969727,50200,0.0,0
1993-05-20,26.087299312604753,26.159713745117188,26.032988488220425,26.159713745117188,98200,0.0,0
1993-05-21,26.177833836837852,26.214041075892954,25.906279543924597,25.92438316345215,221400,0.0,0
1993-05-24,25.97868057882338,26.12350946009905,25.97868057882338,26.032991409301758,30500,0.0,0
1993-05-25,26.141615905338156,26.141615905338156,26.087305068969727,26.087305068969727,191800,0.0,0
1993-05-26,26.159713626153014,26.431267746839726,26.141610018107233,26.413164138793945,102400,0.0,0
1993-05-27,26.449387688092386,26.449387688092386,26.28645511506512,26.322662353515625,53800,0.0,0
1993-05-28,26.304544508168842,26.304544508168842,26.06919758552177,26.1959228515625,79100,0.0,0
1993-06-01,26.286444552380445,26.5398951196899,26.250237328479095,26.449377059936523,28300,0.0,0
1993-06-02,26.376956922702384,26.503682179022846,26.2683352744277,26.413164138793945,20300,0.0,0
1993-06-03,26.358869591966126,26.358869591966126,26.26835149583987,26.322662353515625,21600,0.0,0
1993-06-04,26.250229842750016,26.250229842750016,26.123504595233292,26.232126235961914,32000,0.0,0
1993-06-07,26.28644188751474,26.28644188751474,26.141613006591797,26.141613006591797,121400,0.0,0
1993-06-08,26.069193906004323,26.069193906004323,25.906261444091797,25.906261444091797,104500,0.0,0
1993-06-09,25.996780395507812,26.10540204061439,25.960573180472284,25.996780395507812,43300,0.0,0
1993-06-10,25.978673922990705,26.03298473955445,25.924363106426963,26.014881134033203,17900,0.0,0
1993-06-11,26.105406749934186,26.15971758228495,26.014888696016246,26.123510360717773,647400,0.0,0
1993-06-14,26.159719517460967,26.17782312958378,26.087305068969727,26.087305068969727,64200,0.0,0
1993-06-15,26.12350946009905,26.14161307025851,26.032991409301758,26.032991409301758,142400,0.0,0
1993-06-16,26.032994232601293,26.087305068969727,25.960579784110053,26.087305068969727,330900,0.0,0
1993-06-17,26.141592033671145,26.177799224853516,26.08728124689759,26.177799224853516,37400,0.0,0
1993-06-18,26.162793154127144,26.162793154127144,25.962242126464844,25.962242126464844,58500,0.318,0
1993-06-21,26.035169167040777,26.035169167040777,25.980473433496574,26.016937255859375,29300,0.0,0
1993-06-22,26.05340533029465,26.05340533029465,25.998709587823775,26.035173416137695,137500,0.0,0
1993-06-23,26.035171605841434,26.035171605841434,25.79815673828125,25.79815673828125,227600,0.0,0
1993-06-24,25.871086862795522,26.14456558227539,25.871086862795522,26.14456558227539,243700,0.0,0
1993-06-25,26.126323699951172,26.19925133065585,26.108091792275,26.126323699951172,44800,0.0,0
1993-06-28,26.253946434637037,26.418033599853516,26.217482620144484,26.418033599853516,439900,0.0,0
1993-06-29,26.381582018075804,26.381582018075804,26.25395860817495,26.290422439575195,207500,0.0,0
1993-06-30,26.32688627097544,26.381582018075804,26.25395860817495,26.290422439575195,437600,0.0,0
1993-07-01,26.326892205504947,26.326892205504947,26.181036847025695,26.217500686645508,605700,0.0,0
1993-07-02,26.126322383480474,26.14455429023796,25.980467129420568,26.071626663208008,285400,0.0,0
1993-07-06,26.035171605841434,26.10809925739841,25.761692912502763,25.79815673828125,246400,0.0,0
1993-07-07,25.77993035131647,25.907553768897245,25.77993035131647,25.871089935302734,343700,0.0,0
1993-07-08,25.88931165422712,26.217486027308873,25.852847834995814,26.162790298461914,248200,0.0,0
1993-07-09,26.162801547709897,26.235729217529297,26.10810579534535,26.235729217529297,378200,0.0,0
1993-07-12,26.1992687668356,26.235732606455414,26.162804927215788,26.217500686645508,373700,0.0,0
1993-07-13,26.23572263007539,26.308650281583592,26.05340350130489,26.19925880432129,389600,0.0,0
1993-07-14,26.21749477677471,26.36335010237568,26.199262861074587,26.290422439575195,617300,0.0,0
1993-07-15,26.272187935608677,26.272187935608677,26.126332624376982,26.181028366088867,443800,0.0,0
1993-07-16,26.199271945314035,26.217503867335825,26.071648491161497,26.108112335205078,216400,0.0,0
1993-07-19,26.108094733216227,26.108094733216227,26.01693518456673,26.089862823486328,188200,0.0,0
1993-07-20,26.07163075038365,26.162790298461914,25.94400738307408,26.162790298461914,68500,0.0,0
1993-07-21,26.1263336676434,26.14456558227539,26.053406009115434,26.14456558227539,142700,0.0,0
1993-07-22,26.108097419310152,26.14456124252148,25.962242126464844,25.962242126464844,632400,0.0,0
1993-07-23,26.01693518456673,26.089862823486328,25.99870327483683,26.089862823486328,286200,0.0,0
1993-07-26,26.162801547709897,26.29042496989385,26.162801547709897,26.235729217529297,121300,0.0,0
1993-07-27,26.25396452626532,26.272196446075228,26.126341087595975,26.217500686645508,92800,0.0,0
1993-07-28,26.162790298461914,26.217486027308873,26.12632647923061,26.162790298461914,30800,0.0,0
1993-07-29,26.217495205166106,26.381582449148368,26.181031373170047,26.30865478515625,331000,0.0,0
1993-07-30,26.30864557538714,26.30864557538714,26.12632647923061,26.162790298461914,75300,0.0,0
1993-08-02,26.199265382619597,26.32688880480355,26.199265382619597,26.235729217529297,41300,0.0,0
1993-08-03,26.29041775862376,26.36334540843964,26.162794371445976,26.25395393371582,81600,0.0,0
1993-08-04,26.25395393371582,26.308649671077728,26.181026283899943,26.25395393371582,434000,0.0,0
1993-08-05,26.25395454295244,26.25395454295244,26.162794978567188,26.19925880432129,36800,0.0,0
1993-08-06,26.272193052438997,26.29042496989385,26.199265382619597,26.235729217529297,402300,0.0,0
1993-08-09,26.308646988357932,26.454502273116674,26.253951256573405,26.381574630737305,828200,0.0,0
1993-08-10,26.363332748413086,26.38156465211185,26.326868941015558,26.363332748413086,604900,0.0,0
1993-08-11,26.34510084471432,26.43626036320814,26.34510084471432,26.363332748413086,542200,0.0,0
1993-08-12,26.43627776517617,26.43627776517617,26.199262861074587,26.290422439575195,303700,0.0,0
1993-08-13,26.30865521444178,26.345119047032828,26.30865521444178,26.326887130737305,103500,0.0,0
1993-08-16,26.3451148721469,26.545665919616532,26.3451148721469,26.47273826599121,241800,0.0,0
1993-08-17,26.454497107595472,26.563888549804688,26.454497107595472,26.563888549804688,369300,0.0,0
1993-08-18,26.65505919993534,26.76445068775997,26.6368272852979,26.709754943847656,414300,0.0,0
1993-08-19,26.727986858485096,26.727986858485096,26.67329111457278,26.709754943847656,28500,0.0,0
1993-08-20,26.6550539232699,26.727981567382812,26.63682201224167,26.727981567382812,80700,0.0,0
1993-08-23,26.61858880022822,26.69151644077679,26.61858880022822,26.67328453063965,15600,0.0,0
1993-08-24,26.67328953565658,26.96500015258789,26.67328953565658,26.96500015258789,273400,0.0,0
1993-08-25,26.964992960079297,27.092616320945123,26.92852914268906,26.983224868774414,242300,0.0,0
1993-08-26,27.001461029052734,27.14731632157969,26.892069559657518,27.001461029052734,120000,0.0,0
1993-08-27,26.92852914268906,26.983224868774414,26.92852914268906,26.983224868774414,25700,0.0,0
1993-08-30,27.001453687172397,27.12907703343182,27.001453687172397,27.092613220214844,183500,0.0,0
1993-08-31,27.07439827118944,27.165557861328125,27.037934435133966,27.165557861328125,66500,0.0,0
1993-09-01,27.074403128316327,27.1837946561075,27.074403128316327,27.129098892211914,136500,0.0,0
1993-09-02,27.147311447925528,27.183775264511056,27.01968808987618,27.037919998168945,472400,0.0,0
1993-09-03,27.0196923361313,27.09261998076323,26.983228513815334,27.056156158447266,630500,0.0,0
1993-09-07,27.05615178474416,27.092615601165647,26.83736888621523,26.87383270263672,196400,0.0,0
1993-09-08,26.873841991385607,26.873841991385607,26.60036327369851,26.782682418823242,269900,0.0,0
1993-09-09,26.67330169548159,26.855620914179347,26.67330169548159,26.83738899230957,239200,0.0,0
1993-09-10,26.910297509395715,27.092616598212757,26.873833691632306,27.074384689331055,106500,0.0,0
1993-09-13,27.1655408466488,27.1655408466488,27.092613220214844,27.092613220214844,66900,0.0,0
1993-09-14,27.019688686164653,27.019688686164653,26.892065325298827,26.983224868774414,184500,0.0,0
1993-09-15,26.873837046867433,27.07438806960525,26.782677491077518,27.056156158447266,101000,0.0,0
1993-09-16,27.019705022623477,27.037936942341847,26.92854542403163,26.94677734375,54300,0.0,0
1993-09-17,26.931218468638757,26.949563985306767,26.857836401966715,26.894527435302734,200900,0.286,0
1993-09-20,26.931212712514842,26.986249250755677,26.674375534057617,26.674375534057617,57800,0.0,0
1993-09-21,26.711056326898397,26.747747338336445,26.30745520107988,26.582637786865234,318200,0.0,0
1993-09-22,26.674365425501517,26.839474977653865,26.637674413912105,26.802783966064453,439700,0.0,0
1993-09-23,26.876162891894314,26.967890410296686,26.839471884533367,26.94954490661621,88500,0.0,0
1993-09-24,26.91285831073852,26.93120381742614,26.83947628398804,26.87616729736328,53500,0.0,0
1993-09-27,27.077974972412605,27.169702529907227,27.077974972412605,27.169702529907227,274600,0.0,0
1993-09-28,27.18804994358584,27.18804994358584,27.09632237967361,27.114667892456055,158300,0.0,0
1993-09-29,27.11467298519344,27.18805505010601,26.98625437159645,27.022945404052734,221000,0.0,0
1993-09-30,27.022930118015836,27.0779666355678,26.912857082911902,26.967893600463867,99300,0.0,0
1993-10-01,26.931207707223656,27.133008309934457,26.894516688548965,27.096317291259766,22700,0.0,0
1993-10-04,27.133007049560547,27.133007049560547,27.059625015619883,27.133007049560547,1038500,0.0,0
1993-10-05,27.188044837946496,27.188044837946496,27.00458974457304,27.096317291259766,436500,0.0,0
1993-10-06,27.114682530969137,27.224755667089447,27.077991485595703,27.077991485595703,209200,0.0,0
1993-10-07,27.114669794621673,27.114669794621673,26.986251196135644,27.004596710205078,59400,0.0,0
1993-10-08,27.077979404858365,27.096324919360303,26.83948771633319,27.041288375854492,54400,0.0,0
1993-10-11,27.096317291259766,27.151353819271804,27.096317291259766,27.096317291259766,467100,0.0,0
1993-10-12,27.133007049560547,27.151352558045712,27.114661541075378,27.133007049560547,26200,0.0,0
1993-10-13,27.151352558045712,27.151352558045712,27.096316032590213,27.133007049560547,139100,0.0,0
1993-10-14,27.24309471802654,27.481586456298828,27.169712644711993,27.481586456298828,108100,0.0,0
1993-10-15,27.60999044415802,27.683372478561097,27.53660840975494,27.62833595275879,1502500,0.0,0
1993-10-18,27.609996789304937,27.609996789304937,27.518269225220866,27.554960250854492,722400,0.0,0
1993-10-19,27.51826472445513,27.573301253904038,27.3531551361084,27.3531551361084,880100,0.0,0
1993-10-20,27.444883332504816,27.444883332504816,27.33481027101081,27.389846801757812,230400,0.0,0
1993-10-21,27.408191665557307,27.408191665557307,27.31646411647579,27.3531551361084,56200,0.0,0
1993-10-22,27.38985635392428,27.499929453806093,27.224746704101562,27.224746704101562,390700,0.0,0
1993-10-25,27.24309348290966,27.334821070394206,27.169711412922027,27.29813003540039,114500,0.0,0
1993-10-26,27.27978515625,27.298130674176193,27.18805756661903,27.27978515625,186200,0.0,0
1993-10-27,27.24309348290966,27.3164755528973,27.24309348290966,27.29813003540039,118400,0.0,0
1993-10-28,27.334810298947673,27.573301932428425,27.334810298947673,27.499919891357422,129600,0.0,0
1993-10-29,27.481574381089672,27.51826540162517,27.463228870821922,27.499919891357422,80700,0.0,0
1993-11-01,27.46323585510254,27.591654459635418,27.46323585510254,27.57330894470215,36400,0.0,0
1993-11-02,27.53661473803768,27.591651276488122,27.38985063550317,27.554960250854492,262100,0.0,0
1993-11-03,27.536607618839934,27.536607618839934,27.077969916993833,27.206388473510742,479100,0.0,0
1993-11-04,27.206387077128717,27.206387077128717,26.894513455880443,26.912858963012695,130400,0.0,0
1993-11-05,26.83948771633319,27.041288375854492,26.72941462932157,27.041288375854492,363200,0.0,0
1993-11-08,27.059645962908984,27.151373576342575,26.986263872162112,27.077991485595703,367600,0.0,0
1993-11-09,27.26142687529588,27.279772384633226,27.07797178192242,27.096317291259766,246900,0.0,0
1993-11-10,27.096329342934393,27.29813003540039,27.022947272946755,27.29813003540039,46500,0.0,0
1993-11-11,27.298128770689434,27.37151083727731,27.206401187454592,27.224746704101562,88900,0.0,0
1993-11-12,27.279773096843183,27.444882685189913,27.26142758702688,27.3531551361084,108200,0.0,0
1993-11-15,27.40819994779241,27.40819994779241,27.261435824912667,27.33481788635254,243300,0.0,0
1993-11-16,27.389834772847696,27.48156228380834,27.279761759694928,27.46321678161621,492600,0.0,0
1993-11-17,27.481580730410048,27.481580730410048,27.243089041828387,27.316471099853516,39600,0.0,0
1993-11-18,27.279771156182594,27.334807681716253,27.16969810511528,27.243080139160156,240800,0.0,0
1993-11-19,27.15135448213853,27.224736521279443,27.1330089723533,27.188045501708984,106000,0.0,0
1993-11-22,27.11467298519344,27.133018501421585,26.931217822912025,27.022945404052734,165300,0.0,0
1993-11-23,27.169702529907227,27.18804804140615,27.022938437915833,27.169702529907227,89700,0.0,0
1993-11-24,27.24309412039761,27.298130674176193,27.206403084545222,27.27978515625,77200,0.0,0
1993-11-26,27.353166587891117,27.353166587891117,27.27978451790348,27.29813003540039,1019800,0.0,0
1993-11-29,27.371500599561273,27.42653712891696,27.188045501708984,27.188045501708984,517500,0.0,0
1993-11-30,27.169697457363053,27.33480703002765,27.15135194928921,27.206388473510742,230000,0.0,0
1993-12-01,27.35315319022747,27.37149869873869,27.243080139160156,27.243080139160156,379200,0.0,0
1993-12-02,27.298125585347233,27.334816614359795,27.243089041828387,27.316471099853516,352000,0.0,0
1993-12-03,27.298119892643445,27.426538467407227,27.298119892643445,27.426538467407227,306000,0.0,0
1993-12-06,27.463243469238282,27.554971069335938,27.463243469238282,27.518280029296875,99500,0.0,0
1993-12-07,27.51826540162517,27.53661091189292,27.463228870821922,27.499919891357422,88800,0.0,0
1993-12-08,27.499919891357422,27.499919891357422,27.463228870821922,27.499919891357422,146700,0.0,0
1993-12-09,27.499934539897055,27.53662557997697,27.37151589961735,27.408206939697266,416500,0.0,0
1993-12-10,27.42653717537361,27.42653717537361,27.298118606659486,27.3531551361084,412900,0.0,0
1993-12-13,27.353170349121093,27.518280029296875,27.316479309082034,27.518280029296875,273200,0.0,0
1993-12-14,27.536617273928893,27.536617273928893,27.316471099853516,27.316471099853516,41900,0.0,0
1993-12-15,27.353167227954774,27.371512745880967,27.27978515625,27.27978515625,82600,0.0,0
1993-12-16,27.38986079366853,27.38986079366853,27.3348242348065,27.37151527404785,78200,0.0,0
1993-12-17,27.429579024346882,27.540405606263434,27.41110792736079,27.521934509277344,104700,0.317,0
1993-12-20,27.50347036203175,27.577354768645666,27.484999260378267,27.558883666992188,68800,0.0,0
1993-12-21,27.521939332162926,27.521939332162926,27.429583831048287,27.46652603149414,205700,0.0,0
1993-12-22,27.540393787299944,27.669691410714496,27.484980520122278,27.651220321655273,410300,0.0,0
1993-12-23,27.632768630981445,27.688181937059618,27.59582642692933,27.632768630981445,533800,0.0,0
1993-12-27,27.632758353618865,27.780527114868164,27.632758353618865,27.780527114868164,447100,0.0,0
1993-12-28,27.76205883393164,27.85441431907446,27.743587736903077,27.8359432220459,880600,0.0,0
1993-12-29,27.854418808439643,27.872889908445238,27.780534408417257,27.79900550842285,266700,0.0,0
1993-12-30,27.780517293104257,27.780517293104257,27.632748584098383,27.688161849975586,219900,0.0,0
1993-12-31,27.743581573568196,27.78052375941849,27.521928458466455,27.5403995513916,312900,0.0,0
1994-01-03,27.540410432385855,27.577352632831712,27.429583831048287,27.46652603149414,960900,0.0,0
1994-01-04,27.503462416488535,27.577346801757812,27.466520223853895,27.577346801757812,164300,0.0,0
1994-01-05,27.61429752895539,27.651239733007504,27.503470916799046,27.632768630981445,710900,0.0,0
1994-01-06,27.66971083503356,27.688181937059618,27.59582642692933,27.632768630981445,201000,0.0,0
1994-01-07,27.688178908389272,27.81747660842845,27.614294508366886,27.79900550842285,775500,0.0,0
1994-01-10,27.835951163278782,28.131488800048828,27.76206675408627,28.131488800048828,593700,0.0,0
1994-01-11,28.11300916420786,28.11300916420786,27.98371148736853,28.076066970825195,295200,0.0,0
1994-01-12,28.09453016224474,28.09453016224474,27.891348155811674,27.98370361328125,158400,0.0,0
1994-01-13,27.909832000732422,27.965245300535333,27.872889800863813,27.909832000732422,244300,0.0,0
1994-01-14,28.002189299269734,28.076073703753295,28.002189299269734,28.020660400390625,137200,0.0,0
1994-01-17,28.020660400390625,28.057602602632407,27.965247097027955,28.020660400390625,17700,0.0,0
1994-01-18,28.057594299316406,28.09453649062558,28.002181012352647,28.057594299316406,166400,0.0,0
1994-01-19,28.02064579626908,28.057587979256912,27.928290338799506,27.98370361328125,200800,0.0,0
1994-01-20,28.020652108007233,28.076065394970993,28.002181012352647,28.057594299316406,281100,0.0,0
1994-01-21,28.094529833831384,28.094529833831384,27.98370328616341,28.002174377441406,85600,0.0,0
1994-01-24,27.983716737355614,28.113014438452307,27.891361236572262,27.891361236572266,373800,0.0,0
1994-01-25,27.909832336728932,27.928303436885603,27.835947936102254,27.891361236572266,310400,0.0,0
1994-01-26,27.891352286899423,27.983707758048094,27.854410098439953,27.96523666381836,145100,0.0,0
1994-01-27,28.02064914603508,28.260773364161945,27.983706958630947,28.223831176757812,344500,0.0,0
1994-01-28,28.334654509243084,28.390067784032997,28.297712326049805,28.297712326049805,356500,0.0,0
1994-01-31,28.408537186667736,28.556305910655606,28.37159500567077,28.500892639160156,313800,0.0,0
1994-02-01,28.463966482702993,28.463966482702993,28.316197675524784,28.353139877319336,303600,0.0,0
1994-02-02,28.445469211220356,28.537824630737305,28.426998127316967,28.537824630737305,307600,0.0,0
1994-02-03,28.482419359978525,28.482419359978525,28.316179558266587,28.40853500366211,466100,0.0,0
1994-02-04,28.40855054417532,28.445492742542257,27.762062072753906,27.762062072753906,1403200,0.0,0
1994-02-07,27.68817913484889,27.965245637198944,27.68817913484889,27.891361236572266,516400,0.0,0
1994-02-08,27.946774200601027,27.946774200601027,27.7990054011266,27.909832000732422,188200,0.0,0
1994-02-09,27.928304894786173,28.039131501511516,27.891362692544394,28.020660400390625,144600,0.0,0
1994-02-10,28.00218025674211,28.020651351898273,27.780527114868164,27.780527114868164,883900,0.0,0
1994-02-11,27.799002266309373,27.94677104912032,27.669704581349794,27.872886657714844,519400,0.0,0
1994-02-14,27.817476501060906,28.002187500403938,27.780534301192297,27.909832000732422,2742100,0.0,0
1994-02-15,27.965238821043474,28.076065394970993,27.9282966297343,28.057594299316406,374700,0.0,0
1994-02-16,28.094540645011328,28.094540645011328,27.983714054695703,28.039127349853516,287600,0.0,0
1994-02-17,28.16842422333674,28.186895321188107,27.799002266309373,27.872886657714844,342400,0.0,0
1994-02-18,27.891366539001464,27.90983764266968,27.632771087646486,27.706655502319336,313300,0.0,0
1994-02-22,27.780521606848186,27.98370361328125,27.780521606848186,27.98370361328125,154500,0.0,0
1994-02-23,28.02065860033824,28.039129700272547,27.817476501060906,27.909832000732422,391700,0.0,0
1994-02-24,27.81746594526878,27.81746594526878,27.521928458466455,27.5403995513916,770800,0.0,0
1994-02-25,27.577360354373866,27.669715881347656,27.52194703818959,27.669715881347656,531300,0.0,0
1994-02-28,27.743600302926687,27.81748472450572,27.669715881347656,27.669715881347656,333000,0.0,0
1994-03-01,27.66971027691307,27.725123581873508,27.411114853764346,27.558883666992188,423600,0.0,0
1994-03-02,27.207935831154206,27.595829010009766,27.1340514161341,27.595829010009766,581500,0.0,0
1994-03-03,27.558876703249528,27.558876703249528,27.448050121332976,27.521934509277344,223200,0.0,0
1994-03-04,27.52194459498966,27.669713425029872,27.429589076214526,27.595829010009766,595800,0.0,0
1994-03-07,27.688176106835176,27.780531597518415,27.688176106835176,27.743589401245117,539800,0.0,0
1994-03-08,27.762066345163845,27.762066345163845,27.59582642692933,27.632768630981445,880300,0.0,0
1994-03-09,27.66970657683656,27.780533171937375,27.540408882552278,27.762062072753906,2500100,0.0,0
1994-03-10,27.743581573568196,27.743581573568196,27.448044086765872,27.5403995513916,207400,0.0,0
1994-03-11,27.57733531822118,27.725104027227054,27.429566609215307,27.688161849975586,576600,0.0,0
1994-03-14,27.799001118090057,27.799001118090057,27.688174535559465,27.725116729736328,345900,0.0,0
1994-03-15,27.780539916992186,27.835953227996825,27.688184398651124,27.706655502319336,748600,0.0,0
1994-03-16,27.743574715165234,27.928285598754883,27.65121927337041,27.928285598754883,455500,0.0,0
1994-03-17,27.835930156960057,27.965227775472812,27.835930156960057,27.928285598754883,133000,0.0,0
1994-03-18,27.792163333651708,27.95936217723651,27.773585684364505,27.92220687866211,365500,0.271,0
1994-03-21,27.829307489986814,27.90361805738331,27.773574564439443,27.847885131835938,324800,0.0,0
1994-03-22,27.847896281513307,27.97793982652371,27.792163333651708,27.92220687866211,435700,0.0,0
